,p_val,avg_log2FC,pct.1,pct.2,pct.diff,p_val_adj,cluster,gene
SPRED1,0,0.380912548,0.262,0.025,0.237,0,Macrophages,SPRED1
VDAC1,0,0.38023133,0.581,0.305,0.276,0,Macrophages,VDAC1
MCEMP1,0,0.379100071,0.224,0.053,0.171,0,Macrophages,MCEMP1
TNS3,0,0.378722915,0.284,0.035,0.249,0,Macrophages,TNS3
DSE,0,0.377142556,0.355,0.087,0.268,0,Macrophages,DSE
DMXL2,0,0.376915612,0.322,0.063,0.259,0,Macrophages,DMXL2
ST14,0,0.376775551,0.315,0.059,0.256,0,Macrophages,ST14
C4orf48,0,0.376098491,0.61,0.309,0.301,0,Macrophages,C4orf48
BHLHE41,0,0.375970827,0.255,0.031,0.224,0,Macrophages,BHLHE41
FUCA1,0,0.375904886,0.32,0.075,0.245,0,Macrophages,FUCA1
SPG21,0,0.375468053,0.495,0.19,0.305,0,Macrophages,SPG21
CD109,0,0.37520411,0.241,0.016,0.225,0,Macrophages,CD109
PGD,0,0.373398852,0.435,0.144,0.291,0,Macrophages,PGD
LAPTM5,0,0.372836279,0.938,0.772,0.166,0,Macrophages,LAPTM5
ITGAX,0,0.372243773,0.422,0.129,0.293,0,Macrophages,ITGAX
FMNL2,0,0.370647485,0.27,0.02,0.25,0,Macrophages,FMNL2
ITGAM,0,0.370578577,0.403,0.119,0.284,0,Macrophages,ITGAM
RUNX1,0,0.370178188,0.378,0.126,0.252,0,Macrophages,RUNX1
SPINT2,0,0.37009136,0.522,0.224,0.298,0,Macrophages,SPINT2
ADA2,0,0.368939036,0.404,0.129,0.275,0,Macrophages,ADA2
TGFBR1,0,0.368392883,0.347,0.085,0.262,0,Macrophages,TGFBR1
GK,0,0.367711397,0.398,0.117,0.281,0,Macrophages,GK
RAP2B,0,0.367629917,0.415,0.147,0.268,0,Macrophages,RAP2B
M6PR,0,0.366944307,0.579,0.314,0.265,0,Macrophages,M6PR
SLC8A1,0,0.366036652,0.337,0.072,0.265,0,Macrophages,SLC8A1
TBXAS1,0,0.365741998,0.424,0.135,0.289,0,Macrophages,TBXAS1
ATP6V0D1,0,0.365137936,0.506,0.243,0.263,0,Macrophages,ATP6V0D1
ERRFI1,0,0.365053498,0.227,0.036,0.191,0,Macrophages,ERRFI1
NDRG1,0,0.364463518,0.339,0.131,0.208,0,Macrophages,NDRG1
NENF,0,0.364168546,0.483,0.199,0.284,0,Macrophages,NENF
ID3,0,0.364016891,0.352,0.137,0.215,0,Macrophages,ID3
TSPO,0,0.363764789,0.773,0.534,0.239,0,Macrophages,TSPO
PLXND1,0,0.363761283,0.311,0.058,0.253,0,Macrophages,PLXND1
RPN1,0,0.363200729,0.475,0.186,0.289,0,Macrophages,RPN1
ABL2,0,0.362393518,0.293,0.057,0.236,0,Macrophages,ABL2
LAMTOR2,0,0.361270892,0.563,0.281,0.282,0,Macrophages,LAMTOR2
DBI,0,0.359580776,0.723,0.512,0.211,0,Macrophages,DBI
CDKN1A,0,0.359329075,0.368,0.124,0.244,0,Macrophages,CDKN1A
LDHA,0,0.359251524,0.751,0.551,0.2,0,Macrophages,LDHA
SMIM30,0,0.359157545,0.416,0.131,0.285,0,Macrophages,SMIM30
THBD,0,0.35785851,0.252,0.05,0.202,0,Macrophages,THBD
P2RX4,0,0.35699937,0.335,0.074,0.261,0,Macrophages,P2RX4
GNAQ,0,0.356559557,0.448,0.158,0.29,0,Macrophages,GNAQ
SAMHD1,0,0.356522499,0.59,0.299,0.291,0,Macrophages,SAMHD1
RNH1,0,0.355948142,0.554,0.299,0.255,0,Macrophages,RNH1
ELL2,0,0.355663186,0.305,0.07,0.235,0,Macrophages,ELL2
TMEM70,0,0.355423911,0.386,0.131,0.255,0,Macrophages,TMEM70
TLR2,0,0.355416371,0.383,0.106,0.277,0,Macrophages,TLR2
ACP2,0,0.355320489,0.292,0.044,0.248,0,Macrophages,ACP2
FRMD4A,0,0.355154914,0.25,0.017,0.233,0,Macrophages,FRMD4A
FABP3,0,0.354595716,0.191,0.002,0.189,0,Macrophages,FABP3
EIF4A1,0,0.354423629,0.795,0.583,0.212,0,Macrophages,EIF4A1
NECTIN2,0,0.354390588,0.307,0.044,0.263,0,Macrophages,NECTIN2
VEGFB,0,0.353909033,0.338,0.118,0.22,0,Macrophages,VEGFB
PABPC4,0,0.353748613,0.464,0.211,0.253,0,Macrophages,PABPC4
ICAM1,0,0.35228429,0.328,0.088,0.24,0,Macrophages,ICAM1
OGFRL1,0,0.352257444,0.425,0.147,0.278,0,Macrophages,OGFRL1
BEX3,0,0.351162026,0.31,0.082,0.228,0,Macrophages,BEX3
QSOX1,0,0.351117578,0.371,0.105,0.266,0,Macrophages,QSOX1
RB1,0,0.350923934,0.386,0.138,0.248,0,Macrophages,RB1
PDK4,0,0.350773717,0.242,0.055,0.187,0,Macrophages,PDK4
APP,0,0.350592948,0.378,0.106,0.272,0,Macrophages,APP
CD300A,0,0.349925014,0.415,0.145,0.27,0,Macrophages,CD300A
RGCC,0,0.349669249,0.43,0.234,0.196,0,Macrophages,RGCC
ZFHX3,0,0.349212419,0.284,0.053,0.231,0,Macrophages,ZFHX3
01-Mar,0,0.348999323,0.426,0.142,0.284,0,Macrophages,01-Mar
DOCK4,0,0.348621163,0.265,0.023,0.242,0,Macrophages,DOCK4
TPM4,0,0.348274243,0.6,0.335,0.265,0,Macrophages,TPM4
CYSTM1,0,0.348137225,0.476,0.184,0.292,0,Macrophages,CYSTM1
DPYSL2,0,0.347747121,0.362,0.12,0.242,0,Macrophages,DPYSL2
AVPI1,0,0.347339552,0.268,0.034,0.234,0,Macrophages,AVPI1
HLA-DOA,0,0.346636016,0.262,0.059,0.203,0,Macrophages,HLA-DOA
TCEAL4,0,0.346592797,0.399,0.124,0.275,0,Macrophages,TCEAL4
FAM96A,0,0.345258952,0.48,0.199,0.281,0,Macrophages,FAM96A
GLA,0,0.345021832,0.319,0.07,0.249,0,Macrophages,GLA
SDCCAG8,0,0.344808161,0.381,0.121,0.26,0,Macrophages,SDCCAG8
CLTC,0,0.344455097,0.45,0.187,0.263,0,Macrophages,CLTC
BMP2K,0,0.34411376,0.347,0.103,0.244,0,Macrophages,BMP2K
GSTP1,0,0.343457866,0.767,0.504,0.263,0,Macrophages,GSTP1
DHRS3,0,0.342756692,0.343,0.095,0.248,0,Macrophages,DHRS3
SERPINB6,0,0.34268563,0.444,0.167,0.277,0,Macrophages,SERPINB6
YWHAE,0,0.340888063,0.633,0.357,0.276,0,Macrophages,YWHAE
JUN,0,0.340680004,0.715,0.464,0.251,0,Macrophages,JUN
GRB2,0,0.340634149,0.592,0.346,0.246,0,Macrophages,GRB2
PYCARD,0,0.34037077,0.629,0.348,0.281,0,Macrophages,PYCARD
OSCAR,0,0.339915917,0.313,0.062,0.251,0,Macrophages,OSCAR
MERTK,0,0.339078448,0.223,0.018,0.205,0,Macrophages,MERTK
KIAA0930,0,0.338939214,0.338,0.094,0.244,0,Macrophages,KIAA0930
ALOX5,0,0.338440737,0.434,0.161,0.273,0,Macrophages,ALOX5
SUMO3,0,0.338206815,0.516,0.24,0.276,0,Macrophages,SUMO3
HAMP,0,0.338051251,0.162,0.007,0.155,0,Macrophages,HAMP
CLTA,0,0.337845479,0.599,0.354,0.245,0,Macrophages,CLTA
ZNF331,0,0.337794565,0.346,0.131,0.215,0,Macrophages,ZNF331
LEPROT,0,0.336794076,0.457,0.178,0.279,0,Macrophages,LEPROT
BLOC1S1,0,0.336685407,0.683,0.426,0.257,0,Macrophages,BLOC1S1
IRF2BP2,0,0.336648995,0.448,0.182,0.266,0,Macrophages,IRF2BP2
GLMP,0,0.33652871,0.301,0.05,0.251,0,Macrophages,GLMP
PTTG1IP,0,0.335886808,0.446,0.175,0.271,0,Macrophages,PTTG1IP
B3GNT5,0,0.335747,0.276,0.044,0.232,0,Macrophages,B3GNT5
PHLDA1,0,0.335560947,0.302,0.095,0.207,0,Macrophages,PHLDA1
MIF,0,0.335188391,0.828,0.685,0.143,0,Macrophages,MIF
PAPSS1,0,0.335110198,0.351,0.103,0.248,0,Macrophages,PAPSS1
SNX3,0,0.334913245,0.72,0.48,0.24,0,Macrophages,SNX3
NAGA,0,0.334755141,0.33,0.078,0.252,0,Macrophages,NAGA
RAB7A,0,0.334614103,0.633,0.354,0.279,0,Macrophages,RAB7A
AC020656.1,0,0.333489438,0.271,0.086,0.185,0,Macrophages,AC020656.1
ARL8B,0,0.333248617,0.388,0.127,0.261,0,Macrophages,ARL8B
HTRA1,0,0.332556703,0.19,0.02,0.17,0,Macrophages,HTRA1
UNC93B1,0,0.331866063,0.378,0.116,0.262,0,Macrophages,UNC93B1
LINC01094,0,0.33161084,0.246,0.017,0.229,0,Macrophages,LINC01094
GPR137B,0,0.331258511,0.307,0.062,0.245,0,Macrophages,GPR137B
SIGLEC1,0,0.330846132,0.213,0.013,0.2,0,Macrophages,SIGLEC1
CD84,0,0.330779225,0.431,0.198,0.233,0,Macrophages,CD84
SLC31A1,0,0.329661961,0.282,0.036,0.246,0,Macrophages,SLC31A1
SDSL,0,0.329318137,0.271,0.035,0.236,0,Macrophages,SDSL
ATP13A3,0,0.328756215,0.325,0.092,0.233,0,Macrophages,ATP13A3
TMEM14C,0,0.327927989,0.516,0.257,0.259,0,Macrophages,TMEM14C
SLC2A3,0,0.327861945,0.561,0.344,0.217,0,Macrophages,SLC2A3
NANS,0,0.327528907,0.379,0.123,0.256,0,Macrophages,NANS
PIK3AP1,0,0.326471595,0.345,0.104,0.241,0,Macrophages,PIK3AP1
NUCB1,0,0.326406995,0.491,0.241,0.25,0,Macrophages,NUCB1
KYNU,0,0.325507183,0.313,0.07,0.243,0,Macrophages,KYNU
DUSP3,0,0.324771457,0.3,0.058,0.242,0,Macrophages,DUSP3
MT1G,0,0.324504567,0.133,0.023,0.11,0,Macrophages,MT1G
MGST1,0,0.324432988,0.234,0.053,0.181,0,Macrophages,MGST1
PRNP,0,0.323495831,0.437,0.189,0.248,0,Macrophages,PRNP
HSD17B4,0,0.322993892,0.348,0.106,0.242,0,Macrophages,HSD17B4
ZFYVE16,0,0.322892954,0.336,0.1,0.236,0,Macrophages,ZFYVE16
EMILIN2,0,0.321680153,0.316,0.09,0.226,0,Macrophages,EMILIN2
MAN2B1,0,0.320677596,0.345,0.111,0.234,0,Macrophages,MAN2B1
SLC25A19,0,0.319951085,0.262,0.047,0.215,0,Macrophages,SLC25A19
GNG5,0,0.319070182,0.746,0.52,0.226,0,Macrophages,GNG5
ACER3,0,0.31904745,0.322,0.08,0.242,0,Macrophages,ACER3
IRAK1,0,0.319009979,0.309,0.095,0.214,0,Macrophages,IRAK1
RENBP,0,0.318811914,0.329,0.071,0.258,0,Macrophages,RENBP
ENO1,0,0.318389703,0.777,0.596,0.181,0,Macrophages,ENO1
ANXA4,0,0.317945588,0.443,0.174,0.269,0,Macrophages,ANXA4
EMP1,0,0.317600506,0.235,0.039,0.196,0,Macrophages,EMP1
RBPJ,0,0.317233248,0.606,0.344,0.262,0,Macrophages,RBPJ
UQCRQ,0,0.316880387,0.732,0.49,0.242,0,Macrophages,UQCRQ
NEK6,0,0.316630849,0.299,0.06,0.239,0,Macrophages,NEK6
FKBP15,0,0.316219038,0.336,0.095,0.241,0,Macrophages,FKBP15
CTNND1,0,0.315649537,0.303,0.068,0.235,0,Macrophages,CTNND1
CLIC4,0,0.315121349,0.285,0.057,0.228,0,Macrophages,CLIC4
MITF,0,0.315050833,0.257,0.028,0.229,0,Macrophages,MITF
TMIGD3,0,0.314506206,0.186,0.018,0.168,0,Macrophages,TMIGD3
PLA2G15,0,0.31375379,0.244,0.023,0.221,0,Macrophages,PLA2G15
SQSTM1,0,0.31374736,0.571,0.355,0.216,0,Macrophages,SQSTM1
GUSB,0,0.313733271,0.378,0.142,0.236,0,Macrophages,GUSB
MMP19,0,0.313114087,0.187,0.012,0.175,0,Macrophages,MMP19
CD164,0,0.313108361,0.676,0.429,0.247,0,Macrophages,CD164
FUCA2,0,0.312916584,0.333,0.088,0.245,0,Macrophages,FUCA2
PRDX3,0,0.31256601,0.483,0.223,0.26,0,Macrophages,PRDX3
DAPK1,0,0.312493691,0.279,0.05,0.229,0,Macrophages,DAPK1
TMED10,0,0.31245361,0.568,0.301,0.267,0,Macrophages,TMED10
EPB41L2,0,0.31228022,0.249,0.05,0.199,0,Macrophages,EPB41L2
HCFC1R1,0,0.312061045,0.359,0.115,0.244,0,Macrophages,HCFC1R1
SSR3,0,0.311890257,0.559,0.296,0.263,0,Macrophages,SSR3
SHTN1,0,0.311584804,0.283,0.052,0.231,0,Macrophages,SHTN1
RNF181,0,0.311579756,0.571,0.307,0.264,0,Macrophages,RNF181
RASGEF1B,0,0.3109551,0.286,0.079,0.207,0,Macrophages,RASGEF1B
TMEM251,0,0.310415915,0.312,0.075,0.237,0,Macrophages,TMEM251
SMCO4,0,0.308079021,0.358,0.112,0.246,0,Macrophages,SMCO4
H2AFJ,0,0.307967794,0.465,0.207,0.258,0,Macrophages,H2AFJ
SNX2,0,0.307893961,0.459,0.228,0.231,0,Macrophages,SNX2
CLN8,0,0.307506585,0.323,0.085,0.238,0,Macrophages,CLN8
RHOQ,0,0.306935413,0.347,0.113,0.234,0,Macrophages,RHOQ
ADPGK,0,0.306899668,0.45,0.186,0.264,0,Macrophages,ADPGK
CAPZA2,0,0.306339174,0.602,0.326,0.276,0,Macrophages,CAPZA2
CALU,0,0.306116478,0.332,0.102,0.23,0,Macrophages,CALU
MMP9,0,0.305849314,0.147,0.028,0.119,0,Macrophages,MMP9
ACSL3,0,0.305634978,0.338,0.102,0.236,0,Macrophages,ACSL3
PDE4DIP,0,0.305261799,0.309,0.087,0.222,0,Macrophages,PDE4DIP
TFPT,0,0.305223882,0.34,0.096,0.244,0,Macrophages,TFPT
FUOM,0,0.304615446,0.333,0.1,0.233,0,Macrophages,FUOM
CD302,0,0.304553023,0.365,0.113,0.252,0,Macrophages,CD302
GNA13,0,0.304448856,0.385,0.146,0.239,0,Macrophages,GNA13
PPARG,0,0.302666236,0.203,0.011,0.192,0,Macrophages,PPARG
DST,0,0.302414637,0.234,0.047,0.187,0,Macrophages,DST
DPP7,0,0.30186982,0.577,0.333,0.244,0,Macrophages,DPP7
ITGAV,0,0.301826347,0.269,0.05,0.219,0,Macrophages,ITGAV
IL3RA,0,0.301703351,0.177,0.019,0.158,0,Macrophages,IL3RA
RAB10,0,0.301590257,0.483,0.224,0.259,0,Macrophages,RAB10
CCL13,0,0.299745488,0.118,0.002,0.116,0,Macrophages,CCL13
HERPUD1,0,0.299483676,0.664,0.452,0.212,0,Macrophages,HERPUD1
HM13,0,0.299046813,0.446,0.208,0.238,0,Macrophages,HM13
GNPDA1,0,0.298802882,0.308,0.075,0.233,0,Macrophages,GNPDA1
AZI2,0,0.298335163,0.358,0.121,0.237,0,Macrophages,AZI2
SQOR,0,0.298184484,0.418,0.173,0.245,0,Macrophages,SQOR
PDIA4,0,0.298007667,0.4,0.163,0.237,0,Macrophages,PDIA4
TUBB,0,0.297931377,0.624,0.393,0.231,0,Macrophages,TUBB
KDELR2,0,0.297780181,0.515,0.253,0.262,0,Macrophages,KDELR2
PCBD1,0,0.297751469,0.366,0.122,0.244,0,Macrophages,PCBD1
ASPH,0,0.297615229,0.289,0.065,0.224,0,Macrophages,ASPH
DYNLL1,0,0.297421106,0.746,0.53,0.216,0,Macrophages,DYNLL1
ZFP36L1,0,0.29680857,0.739,0.522,0.217,0,Macrophages,ZFP36L1
ITGB1,0,0.296806022,0.608,0.35,0.258,0,Macrophages,ITGB1
GOLIM4,0,0.296672636,0.277,0.073,0.204,0,Macrophages,GOLIM4
CCL20,0,0.296535334,0.166,0.068,0.098,0,Macrophages,CCL20
S100A9,0,0.296461907,0.627,0.243,0.384,0,Macrophages,S100A9
CEBPA,0,0.296051978,0.243,0.041,0.202,0,Macrophages,CEBPA
SLAMF9,0,0.296000645,0.142,0.003,0.139,0,Macrophages,SLAMF9
TMEM219,0,0.295912246,0.559,0.311,0.248,0,Macrophages,TMEM219
ATP2C1,0,0.295752364,0.298,0.074,0.224,0,Macrophages,ATP2C1
ADAMTSL4,0,0.295467969,0.233,0.033,0.2,0,Macrophages,ADAMTSL4
GPI,0,0.295123688,0.38,0.158,0.222,0,Macrophages,GPI
YWHAG,0,0.295105531,0.367,0.129,0.238,0,Macrophages,YWHAG
NEU1,0,0.294743591,0.341,0.104,0.237,0,Macrophages,NEU1
HSPH1,0,0.293924945,0.37,0.169,0.201,0,Macrophages,HSPH1
SDC3,0,0.29365015,0.183,0.008,0.175,0,Macrophages,SDC3
IFI44L,0,0.293354254,0.257,0.094,0.163,0,Macrophages,IFI44L
ATP6V1C1,0,0.293247316,0.328,0.088,0.24,0,Macrophages,ATP6V1C1
H1F0,0,0.29322886,0.237,0.049,0.188,0,Macrophages,H1F0
SORT1,0,0.293191592,0.259,0.047,0.212,0,Macrophages,SORT1
SYK,0,0.293003719,0.369,0.132,0.237,0,Macrophages,SYK
ACTN1,0,0.292872622,0.411,0.137,0.274,0,Macrophages,ACTN1
TM6SF1,0,0.292386572,0.292,0.058,0.234,0,Macrophages,TM6SF1
SDC4,0,0.29215785,0.246,0.044,0.202,0,Macrophages,SDC4
RAB32,0,0.291767241,0.353,0.11,0.243,0,Macrophages,RAB32
MCRIP2,0,0.291516811,0.305,0.087,0.218,0,Macrophages,MCRIP2
SCCPDH,0,0.290890119,0.292,0.072,0.22,0,Macrophages,SCCPDH
DRAM1,0,0.290801182,0.251,0.037,0.214,0,Macrophages,DRAM1
ATP6V0A1,0,0.290337557,0.283,0.068,0.215,0,Macrophages,ATP6V0A1
GADD45B,0,0.289675827,0.532,0.311,0.221,0,Macrophages,GADD45B
GSDME,0,0.289550525,0.204,0.006,0.198,0,Macrophages,GSDME
PLBD1,0,0.289231215,0.361,0.11,0.251,0,Macrophages,PLBD1
NPC1,0,0.289154868,0.253,0.051,0.202,0,Macrophages,NPC1
RAB5C,0,0.289123402,0.546,0.304,0.242,0,Macrophages,RAB5C
SPINK1,0,0.288609108,0.316,0.162,0.154,0,Macrophages,SPINK1
RAP2A,0,0.288289443,0.251,0.054,0.197,0,Macrophages,RAP2A
RRAGD,0,0.286419956,0.235,0.027,0.208,0,Macrophages,RRAGD
GAPLINC,0,0.286148981,0.187,0.002,0.185,0,Macrophages,GAPLINC
SLC11A2,0,0.285300831,0.273,0.066,0.207,0,Macrophages,SLC11A2
CYB5A,0,0.284839032,0.346,0.126,0.22,0,Macrophages,CYB5A
GABARAP,0,0.284749118,0.677,0.494,0.183,0,Macrophages,GABARAP
DRAM2,0,0.284667945,0.436,0.194,0.242,0,Macrophages,DRAM2
TNFSF13B,0,0.284395483,0.468,0.185,0.283,0,Macrophages,TNFSF13B
NAGK,0,0.284137935,0.427,0.179,0.248,0,Macrophages,NAGK
CD93,0,0.283955765,0.294,0.098,0.196,0,Macrophages,CD93
SLC38A6,0,0.281934269,0.243,0.028,0.215,0,Macrophages,SLC38A6
OLFML2B,0,0.28126064,0.179,0.009,0.17,0,Macrophages,OLFML2B
ZNF706,0,0.28118529,0.613,0.382,0.231,0,Macrophages,ZNF706
OSBPL1A,0,0.280766158,0.237,0.028,0.209,0,Macrophages,OSBPL1A
GBA,0,0.280455708,0.276,0.054,0.222,0,Macrophages,GBA
RGS10,0,0.280417461,0.644,0.421,0.223,0,Macrophages,RGS10
MAP3K8,0,0.280315189,0.346,0.131,0.215,0,Macrophages,MAP3K8
HSPA1B,0,0.280156693,0.45,0.252,0.198,0,Macrophages,HSPA1B
PEPD,0,0.279190537,0.373,0.147,0.226,0,Macrophages,PEPD
CAMK1,0,0.279097187,0.26,0.067,0.193,0,Macrophages,CAMK1
SLC2A5,0,0.277935528,0.181,0.011,0.17,0,Macrophages,SLC2A5
TMED9,0,0.277916445,0.565,0.324,0.241,0,Macrophages,TMED9
ANGPTL4,0,0.277858138,0.121,0.012,0.109,0,Macrophages,ANGPTL4
ATP6V1A,0,0.277747469,0.34,0.11,0.23,0,Macrophages,ATP6V1A
YBX1,0,0.277745843,0.867,0.746,0.121,0,Macrophages,YBX1
TIMM8B,0,0.277680659,0.495,0.253,0.242,0,Macrophages,TIMM8B
ABCC3,0,0.277638299,0.229,0.03,0.199,0,Macrophages,ABCC3
RDX,0,0.277424431,0.34,0.119,0.221,0,Macrophages,RDX
TMEM147,0,0.276999934,0.468,0.215,0.253,0,Macrophages,TMEM147
TSPAN3,0,0.276683672,0.329,0.106,0.223,0,Macrophages,TSPAN3
AGPAT2,0,0.275516911,0.358,0.123,0.235,0,Macrophages,AGPAT2
GPR183,0,0.275165538,0.502,0.314,0.188,0,Macrophages,GPR183
PHACTR1,0,0.275149226,0.316,0.106,0.21,0,Macrophages,PHACTR1
DSC2,0,0.274929465,0.241,0.035,0.206,0,Macrophages,DSC2
LITAF,0,0.274312655,0.692,0.439,0.253,0,Macrophages,LITAF
USF2,0,0.273880085,0.446,0.222,0.224,0,Macrophages,USF2
PFKL,0,0.273791133,0.38,0.153,0.227,0,Macrophages,PFKL
ELOC,0,0.273119167,0.537,0.309,0.228,0,Macrophages,ELOC
EPHX1,0,0.272594,0.195,0.016,0.179,0,Macrophages,EPHX1
CRTAP,0,0.272453783,0.379,0.145,0.234,0,Macrophages,CRTAP
KDELR1,0,0.271413903,0.44,0.214,0.226,0,Macrophages,KDELR1
MNDA,0,0.27120253,0.574,0.209,0.365,0,Macrophages,MNDA
DUSP23,0,0.270933415,0.391,0.149,0.242,0,Macrophages,DUSP23
GNA15,0,0.270108033,0.276,0.064,0.212,0,Macrophages,GNA15
CH25H,0,0.269919829,0.138,0.011,0.127,0,Macrophages,CH25H
HEBP1,0,0.26924559,0.302,0.083,0.219,0,Macrophages,HEBP1
CALHM6,0,0.268989895,0.354,0.136,0.218,0,Macrophages,CALHM6
RIN2,0,0.268919852,0.221,0.028,0.193,0,Macrophages,RIN2
TANC2,0,0.268602347,0.224,0.036,0.188,0,Macrophages,TANC2
ETV5,0,0.26840981,0.214,0.02,0.194,0,Macrophages,ETV5
ATP2A2,0,0.268311306,0.323,0.11,0.213,0,Macrophages,ATP2A2
UQCRC1,0,0.268266934,0.443,0.202,0.241,0,Macrophages,UQCRC1
S100A6,0,0.268113078,0.971,0.887,0.084,0,Macrophages,S100A6
HSD17B14,0,0.268034731,0.207,0.009,0.198,0,Macrophages,HSD17B14
LTBR,0,0.26757389,0.28,0.06,0.22,0,Macrophages,LTBR
HSD3B7,0,0.267145524,0.205,0.014,0.191,0,Macrophages,HSD3B7
GAL3ST4,0,0.266989148,0.171,0.004,0.167,0,Macrophages,GAL3ST4
SLC7A8,0,0.26678702,0.179,0.007,0.172,0,Macrophages,SLC7A8
ACSL1,0,0.265722134,0.424,0.137,0.287,0,Macrophages,ACSL1
BCKDK,0,0.265164144,0.322,0.095,0.227,0,Macrophages,BCKDK
LPCAT2,0,0.264890919,0.34,0.102,0.238,0,Macrophages,LPCAT2
TMBIM6,0,0.264589943,0.832,0.658,0.174,0,Macrophages,TMBIM6
SLC3A2,0,0.26440532,0.485,0.275,0.21,0,Macrophages,SLC3A2
SLC40A1,0,0.264386224,0.195,0.064,0.131,0,Macrophages,SLC40A1
CISD2,0,0.264099337,0.395,0.159,0.236,0,Macrophages,CISD2
RAB42,0,0.264094112,0.159,0.002,0.157,0,Macrophages,RAB42
CREBL2,0,0.263955848,0.295,0.088,0.207,0,Macrophages,CREBL2
THEMIS2,0,0.263660385,0.426,0.174,0.252,0,Macrophages,THEMIS2
S100A13,0,0.263497355,0.253,0.057,0.196,0,Macrophages,S100A13
VAMP3,0,0.26276543,0.344,0.113,0.231,0,Macrophages,VAMP3
TGIF1,0,0.262358861,0.371,0.143,0.228,0,Macrophages,TGIF1
CHMP1B,0,0.262165286,0.42,0.216,0.204,0,Macrophages,CHMP1B
RAB34,0,0.262147005,0.29,0.072,0.218,0,Macrophages,RAB34
DDAH2,0,0.262119229,0.392,0.159,0.233,0,Macrophages,DDAH2
SLIRP,0,0.260997004,0.523,0.295,0.228,0,Macrophages,SLIRP
MOB3B,0,0.260530689,0.207,0.034,0.173,0,Macrophages,MOB3B
FDX1,0,0.26033394,0.39,0.205,0.185,0,Macrophages,FDX1
HSPA5,0,0.260294621,0.557,0.357,0.2,0,Macrophages,HSPA5
BNIP3,0,0.260170435,0.213,0.056,0.157,0,Macrophages,BNIP3
CA2,0,0.260126521,0.179,0.028,0.151,0,Macrophages,CA2
BLVRA,0,0.26010295,0.334,0.109,0.225,0,Macrophages,BLVRA
CAMTA1,0,0.259799263,0.461,0.214,0.247,0,Macrophages,CAMTA1
FRMD4B,0,0.259508486,0.3,0.09,0.21,0,Macrophages,FRMD4B
GNG10,0,0.259358938,0.345,0.13,0.215,0,Macrophages,GNG10
TXNDC17,0,0.259318148,0.466,0.236,0.23,0,Macrophages,TXNDC17
SLC29A1,0,0.259251388,0.215,0.027,0.188,0,Macrophages,SLC29A1
AGRP,0,0.259129114,0.122,0.002,0.12,0,Macrophages,AGRP
SNX8,0,0.259092385,0.258,0.051,0.207,0,Macrophages,SNX8
PLPP3,0,0.259073757,0.161,0.013,0.148,0,Macrophages,PLPP3
COPRS,0,0.258819469,0.266,0.065,0.201,0,Macrophages,COPRS
NPTN,0,0.258042756,0.325,0.114,0.211,0,Macrophages,NPTN
ATP5PD,0,0.258030924,0.637,0.414,0.223,0,Macrophages,ATP5PD
PTPN12,0,0.258030311,0.341,0.117,0.224,0,Macrophages,PTPN12
OPN3,0,0.257778679,0.25,0.057,0.193,0,Macrophages,OPN3
SOCS3,0,0.257383923,0.412,0.202,0.21,0,Macrophages,SOCS3
SPARC,0,0.257293779,0.261,0.09,0.171,0,Macrophages,SPARC
BST2,0,0.257126085,0.638,0.417,0.221,0,Macrophages,BST2
AP2A2,0,0.256794383,0.267,0.077,0.19,0,Macrophages,AP2A2
ARRDC4,0,0.25602453,0.185,0.024,0.161,0,Macrophages,ARRDC4
ITPRIPL2,0,0.255373754,0.235,0.049,0.186,0,Macrophages,ITPRIPL2
TMBIM1,0,0.254782927,0.357,0.132,0.225,0,Macrophages,TMBIM1
FGD4,0,0.254755951,0.276,0.077,0.199,0,Macrophages,FGD4
MANBA,0,0.254328931,0.304,0.092,0.212,0,Macrophages,MANBA
CLEC11A,0,0.253306776,0.217,0.044,0.173,0,Macrophages,CLEC11A
ADIPOR1,0,0.253140279,0.421,0.181,0.24,0,Macrophages,ADIPOR1
EGR1,0,0.252713212,0.365,0.182,0.183,0,Macrophages,EGR1
PLEKHM2,0,0.252378448,0.25,0.061,0.189,0,Macrophages,PLEKHM2
NTAN1,0,0.252274056,0.3,0.098,0.202,0,Macrophages,NTAN1
SWAP70,0,0.252053171,0.335,0.117,0.218,0,Macrophages,SWAP70
CNIH4,0,0.251647979,0.379,0.162,0.217,0,Macrophages,CNIH4
THBS1,0,0.2516096,0.192,0.068,0.124,0,Macrophages,THBS1
UQCC2,0,0.251446063,0.398,0.173,0.225,0,Macrophages,UQCC2
SNCA,0,0.251287295,0.216,0.028,0.188,0,Macrophages,SNCA
ABR,0,0.250976073,0.288,0.088,0.2,0,Macrophages,ABR
CD276,0,0.250832806,0.194,0.013,0.181,0,Macrophages,CD276
SFT2D1,0,0.250668917,0.532,0.29,0.242,0,Macrophages,SFT2D1
PLXNB2,0,0.250614151,0.264,0.069,0.195,0,Macrophages,PLXNB2
PAPSS2,0,0.250543097,0.189,0.017,0.172,0,Macrophages,PAPSS2
CADM1,0,0.250264339,0.202,0.031,0.171,0,Macrophages,CADM1
COMMD6,0,-0.252193157,0.699,0.742,-0.043,0,Macrophages,COMMD6
RPL14,0,-0.253005158,0.92,0.917,0.003,0,Macrophages,RPL14
